Je souhaite m'inscrire	Bot_Question
Comment candidater au master ?	Bot_Question
Je voudrais candidater au master Data science	Bot_Question
Comment on candidate	Bot_Question
Comment on dépose une candidature	Bot_Question
Où est-ce qu'on dépose sa candidature	Bot_Question
Comment déposer une candidature pour le master ?	Bot_Question
Où déposer une candidature pour le master ?	Bot_Question
Où est-ce que je peux m'inscrire ?	Bot_Question
Quelle est la procédure de candidature ?	Bot_Question
Comment je fais pour déposer une candidature ?	Bot_Question
Comment on fait pour s'inscrire	Bot_Question
Comment on fait l'inscription ?	Bot_Question
Comment intégrer votre master data science ?	Bot_Question
Et pour candidater on fait comment ?	Bot_Question
Qui je dois contacter pour les inscriptions ?	Bot_Question
Je souhaiterais m'inscrire	Bot_Question
Comment on s'inscrit ?	Bot_Question
Je veux m'inscrire	Bot_Question
Je souhaite postuler	Bot_Question
Je souhaite postuler au master	Bot_Question
Comment s'inscrire au master ?	Bot_Question
Comment peut-on candidater ?	Bot_Question
Comment candidater ?	Bot_Question
Comment postuler au parcours Token_parcours ?	Bot_Question
On candidate comment ?	Bot_Question
Il faut faire quoi pour candidater ?	Bot_Question
Comment faire pour s'inscrire ?	Bot_Question
Où faire ma candidature ?	Bot_Question
comment faire pour s'inscrire ?	Bot_Question
Où faut-il envoyer le dossier de candidature?	Bot_Question
C'est à vous qu'il faut envoyer son dossier de candidature ?	Bot_Question