A qui ce master est ouvert ?	Le Master est ouvert aux étudiants titulaires d'un Master 1 en informatique, mathématiques ou issus d'un cursus ingénieur.
Qui peut candidater ?	Le Master est ouvert aux étudiants titulaires d'un Master 1 en informatique, mathématiques ou issus d'un cursus ingénieur.
Qui acceptez vous en master ?	Le Master est ouvert aux étudiants titulaires d'un Master 1 en informatique, mathématiques ou issus d'un cursus ingénieur.
Qui peut candidater ?	Le Master est ouvert aux étudiants titulaires d'un Master 1 en informatique, mathématiques ou issus d'un cursus ingénieur.
Qui peut postuler ?	Le Master est ouvert aux étudiants titulaires d'un Master 1 en informatique, mathématiques ou issus d'un cursus ingénieur.
Le master s'adresse à qui ?	Le Master est ouvert aux étudiants titulaires d'un Master 1 en informatique, mathématiques ou issus d'un cursus ingénieur.
Quelles sont les conditions d’admission à votre Master ?	Le Master est ouvert aux étudiants titulaires d'un Master 1 en informatique, mathématiques ou issus d'un cursus ingénieur.
Quelles conditions d’admission pour votre Master ?	Le Master est ouvert aux étudiants titulaires d'un Master 1 en informatique, mathématiques ou issus d'un cursus ingénieur.
Puis-je suivre le M2 Data Science ?	Le Master est ouvert aux étudiants titulaires d'un Master 1 en informatique, mathématiques ou issus d'un cursus ingénieur.
Quels sont les diplomes pour entrer dans ce master ?	Le Master est ouvert aux étudiants titulaires d'un Master 1 en informatique, mathématiques ou issus d'un cursus ingénieur.
J'ai fait un master Token_parcours , je peux venir en data science ?	Le Master est ouvert aux étudiants titulaires d'un Master 1 en informatique, mathématiques ou issus d'un cursus ingénieur.
Il faut obligatoirement avoir fait de l'informatique pour candidater ?	Le Master est ouvert aux étudiants titulaires d'un Master 1 en informatique, mathématiques ou issus d'un cursus ingénieur.
Il faut obligatoirement suivi un parcours Token_parcours pour candidater ?	Le Master est ouvert aux étudiants titulaires d'un Master 1 en informatique, mathématiques ou issus d'un cursus ingénieur.
C'est obligé d'avoir fait un parcours Token_parcours pour candidater ?	Le Master est ouvert aux étudiants titulaires d'un Master 1 en informatique, mathématiques ou issus d'un cursus ingénieur.
Il faut venir d'informatique pour candidater ?	Le Master est ouvert aux étudiants titulaires d'un Master 1 en informatique, mathématiques ou issus d'un cursus ingénieur.
Il faut être titulaire d'un master en Token_parcours ?	Le Master est ouvert aux étudiants titulaires d'un Master 1 en informatique, mathématiques ou issus d'un cursus ingénieur.
Je peux integrer le master après le bac ?	Le Master est ouvert aux étudiants titulaires d'un Master 1 en informatique, mathématiques ou issus d'un cursus ingénieur.
Doit-on avoir validé son M1 pour s'inscrire ?	Le Master est ouvert aux étudiants titulaires d'un Master 1 en informatique, mathématiques ou issus d'un cursus ingénieur.
Faut-il avoir validé son M1 pour s'inscrire ?	Le Master est ouvert aux étudiants titulaires d'un Master 1 en informatique, mathématiques ou issus d'un cursus ingénieur.
On peut candidater au master en venant de UNK_Token ?	Le Master est ouvert aux étudiants titulaires d'un Master 1 en informatique, mathématiques ou issus d'un cursus ingénieur.
On peut s'inscrire avec un master 1 en UNK_Token ?	Le Master est ouvert aux étudiants titulaires d'un Master 1 en informatique, mathématiques ou issus d'un cursus ingénieur.
Quelles sont les conditions d'admission ?	Le Master est ouvert aux étudiants titulaires d'un Master 1 en informatique, mathématiques ou issus d'un cursus ingénieur.

Il faut une recommandation ?	Une lettre de recommandation est un plus mais n'est pas nécessaire.
Est-ce qu'on a besoin d'une lettre de recommandation ?	Une lettre de recommandation est un plus mais n'est pas nécessaire.
Je n'ai pas de lettre de recommandation	Une lettre de recommandation est un plus mais n'est pas nécessaire.
Est-ce qu'il faut une lettre de recommandation ?	Une lettre de recommandation est un plus mais n'est pas nécessaire.
Je dois avoir une lettre de recommandation ?	Une lettre de recommandation est un plus mais n'est pas nécessaire.
C'est mieux d'avoir une lettre de recommandation ?	Une lettre de recommandation est un plus mais n'est pas nécessaire.

Comment faire ma candidature depuis l'étranger ?	Il faut que vous déposiez votre candidature directement auprès de Campus France.
Comment faire ma candidature étant donné que je suis à l'étranger ?	Il faut que vous déposiez votre candidature directement auprès de Campus France.
Comment faire ma candidature si je suis à l'étranger ?	Il faut que vous déposiez votre candidature directement auprès de Campus France.
Comment s'inscrire si je suis étranger ?	Il faut que vous déposiez votre candidature directement auprès de Campus France.
Comment faire ma candidature si j'étudie à l'étranger ?	Il faut que vous déposiez votre candidature directement auprès de Campus France.
Comment s'inscrire étant donné que je suis étranger ?	Il faut que vous déposiez votre candidature directement auprès de Campus France.
Quels sont les démarches de candidature pour un étudiant international ?	Il faut que vous déposiez votre candidature directement auprès de Campus France.
les étrangers suivent ils le même format d'inscription ?	Il faut que vous déposiez votre candidature directement auprès de Campus France.

J'ai un master 1 en chimie	Si vous souhaitez candidater au Master vous devriez prendre contact avec le responsable du parcours qui vous intéresse.
J'ai fait un master 1 en bio informatique	Si vous souhaitez candidater au Master vous devriez prendre contact avec le responsable du parcours qui vous intéresse.
J'ai un master 1 en physique	Si vous souhaitez candidater au Master vous devriez prendre contact avec le responsable du parcours qui vous intéresse.
J'ai un master 1 en UNK_Token	Si vous souhaitez candidater au Master vous devriez prendre contact avec le responsable du parcours qui vous intéresse.
J'ai un master en physique	Si vous souhaitez candidater au Master vous devriez prendre contact avec le responsable du parcours qui vous intéresse.
J'ai un master en UNK_Token	Si vous souhaitez candidater au Master vous devriez prendre contact avec le responsable du parcours qui vous intéresse.
J'ai un master en chimie	Si vous souhaitez candidater au Master vous devriez prendre contact avec le responsable du parcours qui vous intéresse.
J'ai fait un master en bio informatique	Si vous souhaitez candidater au Master vous devriez prendre contact avec le responsable du parcours qui vous intéresse.

Où sont les informations sur les candidatures ?	Il faut demander à l'un des responsables du Master.
Ou sont les informations pour les candidatures ?	Il faut demander à l'un des responsables du Master.
Ou sont les infos de candidature ?	Il faut demander à l'un des responsables du Master.
Ou sont les informations sur les candidatures pour le parcours Token_parcours ?	Il faut demander à l'un des responsables du Master.

Je peux candidater au master Token_op_parcours si j'ai fait des études de Token_parcours ?	Non, il faut que vous candidatiez pour le parcours Token_parcours du Master Data Science.
Je peux m'inscrire au master Token_op_parcours si j'ai fait des études de Token_parcours ?	Non, il faut que vous candidatiez pour le parcours Token_parcours du Master Data Science.
On peut candidater au master Token_op_parcours en venant de Token_parcours ?	Non, il faut que vous candidatiez pour le parcours Token_parcours du Master Data Science.

Comment je candidate si je fais une école d'ingénieur ?	Il faut déposer un dossier de candidature auprès de votre établissement.
Comment faire pour s'inscrire venant de Centrale ?	Il faut déposer un dossier de candidature auprès de votre établissement.
Comment faire pour s'inscrire venant de l'INSA ?	Il faut déposer un dossier de candidature auprès de votre établissement.

Le parcours est-il ouvert aux étudiants étrangers ?	Les étudiants étrangers peuvent s'inscrire.
Puis-je l'intégrer quand je suis étranger ?	Les étudiants étrangers peuvent s'inscrire.

Je peux candidater si j'ai fait des études en Token_parcours ?	Dans ce cas, vous pouvez candidater pour le parcours Token_parcours du Master Data Science.
Mais c'est une formation en Token_parcours	Dans ce cas, vous pouvez candidater pour le parcours Token_parcours du Master Data Science.

Je peux candidater si je fais une école d'ingénieur ?	Oui tout à fait.
Je viens d'école d'ingénieur, est-ce que je peux candidater ?	Oui tout à fait.

Il faut une mention pour candidater ?	Il est préférable d'avoir une mention, mais ce n'est pas requis.
Est-ce qu'il faut une mention ?	Il est préférable d'avoir une mention, mais ce n'est pas requis.

Il y a une sélection à l'entrée du Master ?	Oui, la sélection se fait à l'entrée du Master 2.
Le Master est-il sélectif ?	Oui, la sélection se fait à l'entrée du Master 2.
C'est un Master très sélect !	Oui, la sélection se fait à l'entrée du Master 2.

A qui faut-il adresser la lettre de recommandation ?	Les lettres de recommandation sont à transmettre directement au responsable du Master.
Il faut envoyer la lettre de recommandation à qui ?	Les lettres de recommandation sont à transmettre directement au responsable du Master.

Comment avoir une lettre de recommandation ?	Il faut en faire la demande auprès d'un de vos professeurs.
Comment faire pour avoir une lettre de recommandation ?	Il faut en faire la demande auprès d'un de vos professeurs.

Quelle moyenne il faut avoir pour candidater ?	La validation du Master 1 suffit pour candidater au Master 2.
Il faut quelle moyenne pour pouvoir s'inscrire ?	La validation du Master 1 suffit pour candidater au Master 2.

Il faut avoir fait ses études à Lyon pour candidater ?	Non, toutes les candidatures sont recevables.
On doit venir de Lyon pour s'inscrire ?	Non, toutes les candidatures sont recevables.
Doit-on être de UNK_Token pour s'inscrire ?	Non, toutes les candidatures sont recevables.

On est obligé de passer par e-candidat ?	Oui c'est obligatoire.
Ecandidat est obligatoire ?	Oui c'est obligatoire.