Quels sont les cours proposés dans le cadre de le Master Data Science ?	Ce Master comprend des cours tels que Machine Learning, Models Graphiques Probabilistes ou encore fondamentaux mathématiques pour la Data Science.
Puis-je suivre ce master sans avoir fait de cours similaires avant ?	 Oui, pourvu que vous ayez un bagage suffisant en mathématiques et informatique. 
Le stage de fin d'études doit être orienté recherche uniquement ?	 Le stage peut être applicatif pourvu qu'il y ait une démarche de recherche. 
Êtes-vous un chatbot ou un humain ?	Je vous laisse deviner. Je ne ferai pas de test de Turing aujourd'hui. 
J'aime beaucoup les mathématiques et je m'intéresse à l'extraction de connaissances. Pensez-vous que le master intelligence artigiciel m'est plus adapté que le master data science ?	Si vous avez un profil plutôt mathématiques, je vous conseille le master data science.
A-t-on de bonnes chances d'être recruté à l'issu de ce master ?	La Data Science est un domaine en pleine expansion, les débouchés sont nombreux. Vous devriez donc avoir de bonnes chances. 
Je ne vois pas de module de Deep Learning dans le programme du Master. Les réseaux de neurones sont-ils abordés dans le parcours Data Science ?	Oui, les réseaux de neurones sont abordés en Machine Learning notamment. 
Y a-t-il des machines à café dans le bâtiment Nautibus ?	 Oui, il y en a même sur tout le campus. 
A-t-on besoin d'avoir son propre ordinateur pour ce parcours ?	Il n'est pas indispensable d'avoir son propre PC mais cela est fortement recommandé. 
Le parcours est-il ouvert aux étudiants étrangers ?	​Les étudiants étrangers peuvent s'inscrire. 
Qui est le responsable du master ?	Alexandre Aussem
Si je ne viens pas de Lyon ?	Cinq places pour les titulaires d'un master français
Les cours sont en quelle langue ?	En français avec support écrit anglais
Faut il parler anglais ?	Le niveau B2 du TOEIC est requis pour valider le master
A t-on à choisir entre certaines matières ?	Non, toutes les matières sont obligatoires
Les matières sont en controle continu ?	Cela dépend des matières
Il y a des rattrapages ?	Cela dépend des matières
Quelles sont les horaires ?	Cela dépend des jours, voir la page planning
Faut il avoir son propre PC ?	C'est conseillé mais pas obligatoire
Quel est le cout du Master ?	Vous devriez poser la question au service de scolarité
Quels sont les cours proposés dans le cadre de le Master Data Science ?	Ce Master comprend des cours tels que Machine Learning, Models Graphiques Probabilistes ou encore fondamentaux mathématiques pour la Data Science.
Puis-je suivre ce master sans avoir fait de cours similaires avant ?	 Oui, pourvu que vous ayez un bagage suffisant en mathématiques et informatique. 
Le stage de fin d'études doit être orienté recherche uniquement ?	 Le stage peut être applicatif pourvu qu'il y ait une démarche de recherche. 
Êtes-vous un chatbot ou un humain ?	Je vous laisse deviner. Je ne ferai pas de test de Turing aujourd'hui. 
J'aime beaucoup les mathématiques et je m'intéresse à l'extraction de connaissances. Pensez-vous que le master intelligence artigiciel m'est plus adapté que le master data science ?	Si vous avez un profil plutôt mathématiques, je vous conseille le master data science.
A-t-on de bonnes chances d'être recruté à l'issu de ce master ?	La Data Science est un domaine en pleine expansion, les débouchés sont nombreux. Vous devriez donc avoir de bonnes chances. 
Je ne vois pas de module de Deep Learning dans le programme du Master. Les réseaux de neurones sont-ils abordés dans le parcours Data Science ?	Oui, les réseaux de neurones sont abordés en Machine Learning notamment. 
Y a-t-il des machines à café dans le bâtiment Nautibus ?	 Oui, il y en a même sur tout le campus. 
A-t-on besoin d'avoir son propre ordinateur pour ce parcours ?	Il n'est pas indispensable d'avoir son propre PC mais cela est fortement recommandé. 
Le parcours est-il ouvert aux étudiants étrangers ?	​Les étudiants étrangers peuvent s'inscrire. 
Est-il difficile de trouver un stage ?	Non, les offres de stages sont nombreuses
Y'a-t-il des débouchés ?	Oui surtout en machine learning
Quelle est la taille de la promotion ?	Les promotions comptent environ 20 personnes
Y'a-t-il beaucoup de mathématiques ?	A peu près 50%
Doit-on obligatoirement faire un stage ?	Oui de six mois à partir de mars
Le TOEIC est-il obligatoire ?	Oui il est obligatoire pour valider le master
Peut-on poursuivre en thèse ?	Oui il est possible de poursuivre en thèse académique ou CIFRE
Quels langages de programmation faut-il connaître ?	Vous aurez principalement besoin des langages Python, R et Scala
Combien de temps dure le stage ?	Entre 4 et 6 mois
Comment candidater ?	Il faut le faire sur eCandidat​
Y a-t-il des options ?	Non, c'est un tronc commun
Comment trouver un stage ?	Vous recevrez de nombreuses offres
Qu'est ce que le machine learning ?	Vous aurez l'occasion de le découvrir !
Est-il nécessaire d'avoir un bon ordinateur ?	 Non, mais c'est mieux
Y a-t-il des cours de deep Learning ?	​Pas spécifiquement, mais vous aurez l'occasion d'en parler
Quels compétences sont nécessaires pour intégrer le master?	Mathématiques et statistiques
Est ce que le master propose un enseignement en Big Data?	Oui il y a un cours en Big Data
Avons nous la possibilité d'effectuer un stage lors du master?	Oui de six mois à partir de mars
Comment s'inscrire au master?	Les inscriptions 2019 se font sur ecandidat
Y a t'il des cours le week-end?	Non,  mais la BU est ouverte
Quelle est la rémunération minimale d'un stagiaire?	La paye minimale durant le stage est de 550 Euros mensuels environ
Ce master permet il de faire une thèse?	Oui c'est possible après le master
Y a t'il des cours de mise à jour en informatique?	Oui, pour les étudiants de DS math
Recevons nous obligatoirement une rémunération pour le stage?	Oui, le stage est obligatoirement rémunéré
Quand pouvons nous commencer le stage?	Le stage ne peut commencer avant le mois de janvier
Est-ce qu'il y a un stage obligatoire en fin d'année ?	Oui de six mois à partir de mars
Est-il possible d'avoir la maquette détaillée de ce master ?	Oui je vous l'ai envoyée en pièce jointe
Ce master propose une alternance ?	Non
Où est-ce que je peux m'inscrire ?	Il faut contacter la scolarité
Quelle est le déroulement du master ?	6 mois de cours et 5 mois de stage
Comment se déroule le master ?	6 mois de cours et 5 mois de stage
Combien de parcours sont proposés ?	Deux parcours sont proposés pour le Master Data Science : Le parcours Mathématiques et le parcours Informatique
Est-il dur de trouver un stage ?	Des offres de stage seront transmises aux étudiants au fur et à mesure
Quel est le niveau du master ?	Le niveau est plutôt bon
Peut-on poursuivre en thèse ?	Oui c'est possible après le master
Jusqu'à quelle date puis-je m'inscrire ?	Jusqu’à la fin de septembre
L'inscription en ligne, c'est urgent ou on peut attendre ?	Il ne faut pas dépasser la date limite de l'inscription.
Quel est le coût de la scolarité ?	ça coûte 400 euros.
Quels sont les modes de paiement possibles ?	Vous pouvez payer par carte, par chèque bancaire, par virement ou en espèce.
Quelles sont les dates de toutes les vacances de cette année scolaire ?	Vous pouvez consulter l'emplois détaillé sur le site http://master-info.univ-lyon1.fr/DS/#planning
Quelles sont les matières du master data science ?	Graphes, Complexité, Combinatoire,Data Visualization, Big Data Analytics, Cloud Computing, Statistique Inférentielle, Modèles de Régression, Modèles Graphiques Probabilistes,Data Mining, Machine Learning, Fondamentaux Mathématiques pour les Data Science.
Quelle est la durée minimale de stage de fin d'étude ?	Les stages sont d'une durée entre 5 et 6 mois.
Quels sont les prérequis nécessaire pour le master data science?	Il est conseillé d'avoir une bonne connaissance des Mathématiques et Statistique, Bases de données avancées, Analyse de données, Programmation en Pyhton ou R.
Quand doit on commencer le stage de fin d'étude?	Le stage commence au début de Mars.
Y-aura t-il une cérémonie de remise des diplôme?	Oui bien-sur. 
Est ce que c’est un stage pré-embauche?	Bien sûr ce stage sera de la pré embauche! Nous ne sommes pas pour la précarisation du travail. 
Quel est la salaire moyen d’un datascientist?	cela dépend du niveau d’exeprtise, pour un profil juinor, le salaire varie entre 37.000 et 50.000 euros. 
Quelle est l’expertise requise pour le stage?	Un profil junior nous intéresse,c'est à dire, à peu près deux ans d'expérience. 
Où se trouve l’offre de travail?	L’offre se situe à proximité de la défence à Paris. 
Quelle est la durée de stage?	La durée du stage et d’au moins 6 mois.
Quels sont les moyens pour vous contacter?	Vous pouvez les contacter en consultant le site web, ou directement en contactant le support RH . 
Quelle est la taille de l’équipe de travail ?	​la taille de l’équipe est de 20 personnes. 
Quel est le secteur d’activité?	​le stage est lié au secteur bancaire. 
Quel est le sujet du stage?	Le sujet tourne autour du développement d’un Chatbot. 
Quel est le meilleur moyen pour développer ses compétences en tant que datascientist?	​Participer à des projets, et des compétitions Kaggle est un bon moyen pour développer ses compétences.​
Est ce que c’est un stage pré-embauche?	Bien sûr ce stage sera de la pré embauche! Nous ne sommes pas pour la précarisation du travail. 
Quel est la salaire moyen d’un datascientist?	cela dépend du niveau d’exeprtise, pour un profil juinor, le salaire varie entre 37.000 et 50.000 euros. 
Quelle est l’expertise requise pour le stage?	Un profil junior nous intéresse,c'est à dire, à peu près deux ans d'expérience. 
Où se trouve l’offre de travail?	L’offre se situe à proximité de la défence à Paris. 
Quelle est la durée de stage?	La durée du stage et d’au moins 6 mois.
Quels sont les moyens pour vous contacter?	Vous pouvez les contacter en consultant le site web, ou directement en contactant le support RH . 
Quelle est la taille de l’équipe de travail ?	​la taille de l’équipe est de 20 personnes. 
Quel est le secteur d’activité?	​le stage est lié au secteur bancaire. 
Quel est le sujet du stage?	Le sujet tourne autour du développement d’un Chatbot. 
Quel est le meilleur moyen pour développer ses compétences en tant que datascientist?	​Participer à des projets, et des compétitions Kaggle est un bon moyen pour développer ses compétences.​
Quel est la proportion d'étudiants de l'INSA Lyon ?	Un cinquième.
Combien d'étudiants viennent de l'INSA Lyon ?	Une dizaine.
Combien de matières choisies en moyenne par les étudiants en double cursus ?	Huit.
Y a-t-il des spécialisations pour le Master 2 Data Science ?	Non, seul le Master 2 Maths en Action proposent des spécialisations.
Le Master 2 Data Science est-il récent ?	Oui, il a 3 ans.
Et les crédits par matière ?	"Développement informatique" vaut 6 crédits et le stage vaut 21 crédits.
Des liens avec des institutions étrangères ?	Il y a des liens étroits avec des institutions reconnues au niveau national et international
Est-ce que le Master 2 Data Science est en partenariat avec une ou plusieurs Ècoles ?	Oui, les Ètudiants de Centrale Lyon et de Lyon1 assistent aux mêmes cours le long de cette formation
Est-ce qu'il y a un terrain de football ?	Oui, l'UniversitÈ Claude Bernard Lyon 1 est dotÈe de plusieurs espaces vert, terrains sportifs 
Est-ce qu'il y a une salle de jeu ?	Non 
Est-ce qu'il y a un babyfoot ?	Non	
Est-ce qu'il y a une table de billard ?	Non
Est-ce que la formation propose des certifications gratuites ?	Non, pour le moment, mais les professeurs exigent lors des TPs de travailler avec des technologies qui sont fortement demandées dans le marché de travail
Vous encourager le travail ?	Nous ne sommes pas pour la précarisation du travail.
Quelle est l’expertise requise pour le stage ?	Un profil junior nous intéresse,c'est à dire, à peu près deux ans d'expérience.
Où se trouve l’offre de travail ?	L’offre se situe à proximité de la défence à Paris.
Quelle est la taille de l’équipe de travail ?	​la taille de l’équipe est de 20 personnes. 
Quel est le secteur d’activité ?	​le stage est lié au secteur bancaire. 
Quel est le meilleur moyen pour développer ses compétences en tant que datascientist ?	​Participer à des projets, et des compétitions Kaggle est un bon moyen pour développer ses compétences.​
Quelles seront les matières enseignées en double parcours ?	Machine Learning et Modèles Graphiques Probabilistes
Quelles seront les matières enseignées en venant de centrale ?	Machine Learning et Modèles Graphiques Probabilistes
Quelles seront les matières enseignées en venant de l'ECL ?	Machine Learning et Modèles Graphiques Probabilistes
Je suis de Centrale.	Quelle est votre option à Centrale ?
Je fais ECL en Informatique	Vous pouvez suivre le M2 Data Science
Quel est l’effectif de la promotion en mathématiques de l’an dernier ?	16 étudiants en DS info
Y’a t-il des options ?	Non, mais les matières sont différentes selon les parcours.
Quels sont les logiciels utilisés pour le parcours Informatique ?	Python principalement
Y a-t-il des machines à café dans le bâtiment Nautibus ?	Oui, il y en a même sur tout le campus.
Quels sont les 3 lois de la robotique ?	On me les a apprise mais j'ai oublié
Faut-il avoir suivi des cours de statistiques pour postuler ?	Non, une mise à niveau sera faite en début d'année.
Faut-il avoir un ordinateur personnel ?	Ce n'est pas obligatoire mais fortement recommandé.
Combien de temps durent les pauses entre 2 cours ?	Les pausent durent 15min.
Combien d'étages ont les bâtiments de cours ?	Les bâtiments ont 2 étages.
Quelles sont les horaires ?	Cela dépend des jours, voir la page planning
Est-ce que c'est un stage de pré embauche ?	Bien sûr ce stage sera de la pré embauche.
Qui est ton chef ?	C'est Mr Aussem qui a développé le chatbot.
Qui est ton dieu ?	C'est Mr Aussem qui a développé le chatbot.